2014-01-07 22:30:29	RT @johnlxck: LISTEN TO TRACK 22 AND TELL ME YOU AREN'T TERRIFIED https://t.co/SmgvZtDJgm
2014-01-07 22:30:28	RT @Louis_Tomlinson: Nan chilling on the sofa ! Westside http://t.co/h2RmrhReqa http://t.co/cVCqPtCTgH
2014-01-07 22:30:28	RT @NateEngel: Happy birthday to one of the best wrestlers to come out of the big apple @troy_nickerson have a great one bro! #HappyBirthday
2014-01-07 22:30:28	Sweet Summer Sun, Live in Hyde Park 2013 (Live) - Single por The Rolling Stones https://t.co/AgxEMhZaf0
2014-01-07 22:30:28	“@justinbieber: favorite off of #journals? http://t.co/efAMPpLgUA”Memphis, one life, heartbreaker and all that matters
2014-01-07 22:30:28	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:27	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:27	RT @jaimeburchardt: I need help. Trying to find an alternative to the Apple Magic mouse. Horizontal/vertical scrolling, compatible w/ PC &amp; …
2014-01-07 22:30:27	RT @TheGRAMMYs: Here it is! View the tracklisting for the 2014 GRAMMY Nominees album out 1/21: http://t.co/UEjArxQH2Y #GRAMMYs http://t.co/…
2014-01-07 22:30:27	Save over 40% on the XL2610 Free-Arm Sewing Machine by Brother http://t.co/T0LZkb9iDr
2014-01-07 22:30:26	RT @WakaFlockabsm: Kevin heart is officially the funniest man on planet earth!!!!!!! http://t.co/0FiE89MaZC
2014-01-07 22:30:26	RT @JosephMorgan: I made this film with @LukeMassey and @Bookpirate a long time before any of you knew my name. https://t.co/TZDpDJWUF5 Sti…
2014-01-07 22:30:26	Gamasutra - Cross-platform development is Tegra K1's big draw: http://t.co/JCV3iP6FBs - Yummy processor to kills consoles and Apple devices.
2014-01-07 22:30:26	@GOTLUCKIE_COM: @GOTLUCKIE_COM: How to Diddy Bop - Single by Bingo https://t.co/BseatcgFod
2014-01-07 22:30:26	iTunes Brazil:Black and White and Red Lipstick: The Problem With A Cappella... http://t.co/rb9Vr4OCMz #brasil #brazil #相互フォロー #sougofollow
2014-01-07 22:30:26	"SILENT LOVE on #iBooks. How Sara taught David to love. http://t.co/i3XWOWXDsI
http://t.co/fWsLauIowF #KINDLE"
2014-01-07 22:30:26	RT @illst8gohard: Why They Mad - Single by Riff Raff &amp; Ghetty https://t.co/UAJcPhoB6Z
2014-01-07 22:30:26	Apple is reportedly having screen technology, battery, and manufacturing issues while building the iWatch http://t.co/RQsWyElKHY
2014-01-07 22:30:25	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:25	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:25	LOYALTY DONT EXIST vid2 http://t.co/rC9AAA6cPX Young Noble/GageGully http://t.co/mzr2Z5gulM #California #westup #oneWest #CA
2014-01-07 22:30:25	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:24	RT @JosephMorgan: After all this time it's here! @ArmisticeMovie So very proud. https://t.co/TZDpDJWUF5
2014-01-07 22:30:24	Every day I'm levelling! And now I'm level 40 in #CSRClassics for iPad! Get it for FREE! http://t.co/CUPyYXoatu
2014-01-07 22:30:24	iTunes Brazil:Curtis Jackson and the Jeweled Skull: Money, Murder and... http://t.co/1F4b9lb2wQ #brasil #brazil #相互フォロー #sougofollow
2014-01-07 22:30:24	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:24	Apple Only Want Me When I Got Her Brother.
2014-01-07 22:30:24	RT @LittleMixOffic: USA! 'Stand Down' is now available on @iTunesMusic! Pre-order the deluxe version of the #Salute now here http://t.co/GZ…
2014-01-07 22:30:24	I just got a new assault truck in #GunnerZ http://t.co/VdrHp9weCb
2014-01-07 22:30:24	With Release Of iOS 7.1 Beta 3, Apple Favors Circular Buttons, Changes To Phone &amp; “Power Off” Screens http://t.co/GdIvmgVEaX
2014-01-07 22:30:23	RT @WakaFlockabsm: Kevin heart is officially the funniest man on planet earth!!!!!!! http://t.co/0FiE89MaZC
2014-01-07 22:30:23	RT @JosephMorgan: I made this film with @LukeMassey and @Bookpirate a long time before any of you knew my name. https://t.co/TZDpDJWUF5 Sti…
2014-01-07 22:30:23	RT @justinbieber: i hear #journals - all about the music. http://t.co/8JQCSx6rgG
2014-01-07 22:30:23	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:23	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:23	Treetop? Please stop tryna rep a goddamn apple sauce smh
2014-01-07 22:30:23	RT @LittleMixOffic: USA! 'Stand Down' is now available on @iTunesMusic! Pre-order the deluxe version of the #Salute now here http://t.co/GZ…
2014-01-07 22:30:23	RT @onedirection: You didn't get 'Midnight Memories for xmas? Well that's no problem if you got an @iTunes voucher http://t.co/5ycd1DG7a5 ;…
2014-01-07 22:30:23	@AmeliaTemp Hello from NYC Apple store!!!!!! Love you mate xxxxx http://t.co/zAUxHrS2BP
2014-01-07 22:30:22	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:22	Shout to @kid_ink &amp; @jgrand #MyOwnLane #1 album on iTunes http://t.co/qNQc9dRL6h  http://t.co/fWl1Zp3XiM
2014-01-07 22:30:22	iOS 7.1 Beta 3 Tidbits: Revamped Keyboard, Darker Icons, New Phone Look, and More: Earlie... http://t.co/dxBbYHp5MI } #apple #mac #os
2014-01-07 22:30:22	@TheEllenShow hey guys, how can I show my app to Ellen? https://t.co/jaCdfBZ0nN I think she would love it!
2014-01-07 22:30:22	I'm playing Lady Luck Double Take on my iPhone, available on the app store: http://t.co/nGGocBOVAV http://t.co/YFAS5lJin5
2014-01-07 22:30:22	More Affordable 4K Displays Introduced at CES 2014: A number of companies introduced new ... http://t.co/HnzQCnGZ35 } #apple #mac #os
2014-01-07 22:30:22	Apple really needs to step up their game when they announce their new phone this year. Cuz #AppleSucks
2014-01-07 22:30:22	RT @justinbieber: i hear #journals - all about the music. http://t.co/8JQCSx6rgG
2014-01-07 22:30:22	First update for GTA San Andreas http://t.co/rxogfUAyxq
2014-01-07 22:30:22	Apple Releases iOS 7.1 Beta 3 to Developers: Apple today released the third beta of iOS 7... http://t.co/I5FphNXup3 } #apple #mac #os
2014-01-07 22:30:21	Every day I'm levelling! And now I'm level 5 in #CSRClassics for iPhone! Get it for FREE! http://t.co/sXH4YPcr2b
2014-01-07 22:30:21	The problem with paywalls http://t.co/XikOmhy1ki
2014-01-07 22:30:21	Need something to listen to on your mobile device? Check out our Worship podcast audio - http://t.co/M8KqcdbRDk #iTunes #WELS #fb
2014-01-07 22:30:21	First update for GTA San Andreas http://t.co/Dzf6n2zhOl
2014-01-07 22:30:21	@shanusaess seems apple isn't your friend, nore I'd the apple in your head
2014-01-07 22:30:20	4thVideo The PRICE http://t.co/GpyCc6z94c SOLO #O4Lhiphop YOUNG NOBLE ALBUM SONofGOD http://t.co/qwePwBMbCV #Musicvideo #realhiphop
2014-01-07 22:30:20	If you bite into a piece of orange and a piece of apple at the same you will experience the most amazing taste ever
2014-01-07 22:30:20	RT @bri_reme: @Stunnaa21_ apple ask shanell if she's doing anything tomorrow morning
2014-01-07 22:30:20	Star Connect by Impresiones Web S.L. https://t.co/wQG6DTa9OK
2014-01-07 22:30:20	Apple: App Store Sales Top $10 Billion in 2013 http://t.co/Ogs9jktikt #apple #aapl
2014-01-07 22:30:20	RT @applenws: Apple hits snags in 'iWatch' production, loses director of iPod software to Nest http://t.co/eb4vhsAJfR #apple
2014-01-07 22:30:20	http://t.co/F6sgYxJ3pt Apple's App Store sales topped $10 billion last year, over $1 billion in December alone - vía #feedly
2014-01-07 22:30:20	RT @FINALLEVEL: The 'Final Level Podcast' iTunes link -&gt; https://t.co/H6WvwCkNo7  Thanks for the love. http://t.co/7LmxiozURv
2014-01-07 22:30:19	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:19	RT @edsheeran: Just bought an apple crumble for 10p. God bless Scotland
2014-01-07 22:30:19	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:19	Only I know the depth of it.
2014-01-07 22:30:18	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:18	@RelayFoods I will post something tomorrow... The kale and greens look so good! I had an apple when I got home.. Delicious!
2014-01-07 22:30:18	RT @edsheeran: Just bought an apple crumble for 10p. God bless Scotland
2014-01-07 22:30:17	Play #GameInsight's furry city builder #CatStory, out now on #iOS! Download here -&gt; http://t.co/1ymPJId7aW http://t.co/7pruM6skfe
2014-01-07 22:30:17	"#OTI #Podcast is available on all devices #Spreadtheword 
iTunes; https://t.co/lhSHItaWKb …
All other formats: http://t.co/reZchv0Atk  #RT"
2014-01-07 22:30:17	Yummy yummy yummy!! 5 Ingredient #GlutenFree Apple Pies &gt;&gt; http://t.co/kea0TV7EOC #sp
2014-01-07 22:30:17	Can anyone guess what this close up is of? #CloseUpPics for iOS: http://t.co/yhC9crmCKH http://t.co/fAwNvzJclO
2014-01-07 22:30:17	RT @edsheeran: Just bought an apple crumble for 10p. God bless Scotland
2014-01-07 22:30:17	"#OTI #Podcast is available on all devices #Spreadtheword 
iTunes; https://t.co/8PF04ek1GA …
All other formats: http://t.co/BFU7VFif1J  #RT"
2014-01-07 22:30:17	It's Issue 2: #beyondthemagazine interactive mag magic filled with #wedding awesome! + it's FREE!!!&gt;&gt;&gt; https://t.co/14e6qv1EMt
2014-01-07 22:30:17	@GOTLUCKIE_COM: @GOTLUCKIE_COM: @GOTLUCKIE_COM: Move for the Money - Single by Big Ten https://t.co/ANcIUk4WyZ
2014-01-07 22:30:17	RT @Tyga: Go get my homie  @Kid_Ink  album #MyOwnLane OUT NOW on iTunes!!! Egh!! http://t.co/ttP9rpUTQp http://t.co/2nHd7ZaCe3 #IzUDown
2014-01-07 22:30:16	"YOUNG BUCK #BackOnMYBuckShit vol.2 OFFICIAL $9.99 http://t.co/k4JgwabVWf video ""ROUND ME"" http://t.co/E706j10ak8 #Kush"
2014-01-07 22:30:16	RT @justinbieber: i hear #journals - all about the music. http://t.co/8JQCSx6rgG
2014-01-07 22:30:16	RT @LittleMixOffic: USA! 'Stand Down' is now available on @iTunesMusic! Pre-order the deluxe version of the #Salute now here http://t.co/GZ…
2014-01-07 22:30:16	RT @NiallOfficial: me and my brother Greg in the sittin room! #StoryOfMyLife  http://t.co/GExesWMdHS http://t.co/Z49lYRFSbJ
2014-01-07 22:30:15	RT @WakaFlockabsm: Kevin heart is officially the funniest man on planet earth!!!!!!! http://t.co/0FiE89MaZC
2014-01-07 22:30:15	that apple was gnar
2014-01-07 22:30:14	I'm at Apple Store, Shadyside (Pittsburgh, PA) http://t.co/tS5KvTjBCv
2014-01-07 22:30:14	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:14	#apple stocks downgraded cuz @tim_cook is a piece of shit who values greed at a cost of human suffering http://t.co/p9RogEDOkA
2014-01-07 22:30:14	"RT @lucyhale: Well...the time has come ...""you sound good to me"" is out on iTunes now !! Thanks to all of u for the support today!
https://…"
2014-01-07 22:30:13	RT @edsheeran: Just bought an apple crumble for 10p. God bless Scotland
2014-01-07 22:30:13	Over 35% off the 2259 Singer Sewing Machine http://t.co/u8SxyC4rGi
2014-01-07 22:30:12	RT @justinbieber: favorite off of #journals? http://t.co/8JQCSx6rgG
2014-01-07 22:30:12	Love that my aunty works for apple, love the freebies
2014-01-07 22:30:12	Apple users get on Cartoon HD app. Can watch recent movies amd tv shows. Normally 20quod but free atm
2014-01-07 22:30:12	RT @rjbanks_: smh y'all light skin niggas gotta chill 😩😂😂😭 http://t.co/1Gn3cISuj5
2014-01-07 22:30:12	RT @LittleMixOffic: Mixers i miss u! Heres a cheeky pic frm behind scenes of #littleme hope y'all gotcha copy :) http://t.co/iAdt4mhdfb htt…
2014-01-07 22:30:11	Red Apple Realistic Heart Adam Eve Bible Love Original Sin Hoodie Sweatshirt http://t.co/buLJ6cxeQ4
2014-01-07 22:30:11	Apple hits snags in 'iWatch' production, loses director of iPod software to Nest - Apple Insider http://t.co/IHhbQYrBQ4 #FollowBack
2014-01-07 22:30:10	RT @iDownloadBlog: New keyboard in iOS 7.1 beta 3 http://t.co/4jOAHA0JaK
2014-01-07 22:30:10	Know what this graphic is on the #WhatsTheIcon app?! Try it, it's free: http://t.co/hY43e121qx http://t.co/faEl2jLYPU
2014-01-07 22:30:10	RT @justinbieber: #journals http://t.co/8JQCSx6rgG
